Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%),LE_calculated,LE,HLE_Gap
2019 to 2021,England,Local Areas,E09000033,Westminster,Male,1,<1,1,62.3,57.0,67.5,77,80.9090909090909,80.9090909090909,18.60909090909091
2019 to 2021,England,Local Areas,E09000033,Westminster,Female,2,<1,1,63.1,56.1,70.0,75,84.13333333333334,84.13333333333334,21.03333333333334
2019 to 2021,England,Local Areas,E10000003,Cambridgeshire,Male,1,<1,1,64.5,62.2,66.8,80,80.625,80.625,16.125
2019 to 2021,England,Local Areas,E10000003,Cambridgeshire,Female,2,<1,1,65.1,62.5,67.8,77,84.54545454545453,84.54545454545453,19.445454545454538
2019 to 2021,England,Local Areas,E10000007,Derbyshire,Male,1,<1,1,61.3,59.4,63.3,78,78.58974358974358,78.58974358974358,17.28974358974358
2019 to 2021,England,Local Areas,E10000007,Derbyshire,Female,2,<1,1,61.7,59.4,64.1,75,82.26666666666667,82.26666666666667,20.566666666666663
2019 to 2021,England,Local Areas,E10000008,Devon,Male,1,<1,1,66.5,64.6,68.5,82,81.09756097560977,81.09756097560977,14.597560975609767
2019 to 2021,England,Local Areas,E10000008,Devon,Female,2,<1,1,68.4,66.2,70.5,81,84.44444444444444,84.44444444444444,16.044444444444437
2019 to 2021,England,Local Areas,E10000011,East Sussex,Male,1,<1,1,63.0,60.5,65.6,79,79.74683544303797,79.74683544303797,16.746835443037966
2019 to 2021,England,Local Areas,E10000011,East Sussex,Female,2,<1,1,64.7,61.7,67.6,77,84.02597402597402,84.02597402597402,19.32597402597402
2019 to 2021,England,Local Areas,E10000012,Essex,Male,1,<1,1,64.3,62.8,65.9,81,79.38271604938271,79.38271604938271,15.08271604938271
2019 to 2021,England,Local Areas,E10000012,Essex,Female,2,<1,1,65.4,63.6,67.1,78,83.84615384615385,83.84615384615385,18.446153846153848
2019 to 2021,England,Local Areas,E10000013,Gloucestershire,Male,1,<1,1,66.0,64.1,67.9,82,80.48780487804879,80.48780487804879,14.487804878048792
2019 to 2021,England,Local Areas,E10000013,Gloucestershire,Female,2,<1,1,67.7,65.5,70.0,81,83.58024691358024,83.58024691358024,15.880246913580237
2019 to 2021,England,Local Areas,E10000014,Hampshire,Male,1,<1,1,64.9,63.3,66.4,80,81.125,81.125,16.224999999999994
2019 to 2021,England,Local Areas,E10000014,Hampshire,Female,2,<1,1,66.2,64.5,67.9,78,84.87179487179488,84.87179487179488,18.671794871794873
2019 to 2021,England,Local Areas,E10000015,Hertfordshire,Male,1,<1,1,66.5,64.8,68.1,82,81.09756097560977,81.09756097560977,14.597560975609767
2019 to 2021,England,Local Areas,E10000015,Hertfordshire,Female,2,<1,1,67.6,65.8,69.4,80,84.49999999999999,84.49999999999999,16.89999999999999
2019 to 2021,England,Local Areas,E10000016,Kent,Male,1,<1,1,63.3,61.6,65.0,80,79.12499999999999,79.12499999999999,15.824999999999989
2019 to 2021,England,Local Areas,E10000016,Kent,Female,2,<1,1,64.9,63.1,66.7,78,83.2051282051282,83.2051282051282,18.3051282051282
2019 to 2021,England,Local Areas,E10000017,Lancashire,Male,1,<1,1,62.1,60.3,63.9,80,77.625,77.625,15.524999999999999
2019 to 2021,England,Local Areas,E10000017,Lancashire,Female,2,<1,1,62.8,60.9,64.7,77,81.55844155844156,81.55844155844156,18.75844155844156
2019 to 2021,England,Local Areas,E10000018,Leicestershire,Male,1,<1,1,63.3,61.2,65.5,79,80.12658227848101,80.12658227848101,16.826582278481013
2019 to 2021,England,Local Areas,E10000018,Leicestershire,Female,2,<1,1,63.8,61.4,66.3,76,83.94736842105263,83.94736842105263,20.147368421052633
2019 to 2021,England,Local Areas,E10000019,Lincolnshire,Male,1,<1,1,61.4,59.5,63.4,78,78.71794871794872,78.71794871794872,17.317948717948717
2019 to 2021,England,Local Areas,E10000019,Lincolnshire,Female,2,<1,1,62.0,59.5,64.5,75,82.66666666666667,82.66666666666667,20.66666666666667
2019 to 2021,England,Local Areas,E10000020,Norfolk,Male,1,<1,1,62.8,60.8,64.9,79,79.49367088607595,79.49367088607595,16.69367088607595
2019 to 2021,England,Local Areas,E10000020,Norfolk,Female,2,<1,1,63.6,61.3,65.9,76,83.6842105263158,83.6842105263158,20.084210526315793
2019 to 2021,England,Local Areas,E10000024,Nottinghamshire,Male,1,<1,1,60.6,58.6,62.6,77,78.7012987012987,78.7012987012987,18.101298701298695
2019 to 2021,England,Local Areas,E10000024,Nottinghamshire,Female,2,<1,1,60.6,58.3,63.0,73,83.01369863013699,83.01369863013699,22.413698630136984
2019 to 2021,England,Local Areas,E10000025,Oxfordshire,Male,1,<1,1,67.3,65.3,69.4,83,81.08433734939759,81.08433734939759,13.784337349397589
2019 to 2021,England,Local Areas,E10000025,Oxfordshire,Female,2,<1,1,69.2,66.8,71.5,82,84.39024390243904,84.39024390243904,15.190243902439036
2019 to 2021,England,Local Areas,E10000028,Staffordshire,Male,1,<1,1,63.3,61.3,65.2,80,79.12499999999999,79.12499999999999,15.824999999999989
2019 to 2021,England,Local Areas,E10000028,Staffordshire,Female,2,<1,1,63.7,61.4,66.0,77,82.72727272727273,82.72727272727273,19.02727272727273
2019 to 2021,England,Local Areas,E10000029,Suffolk,Male,1,<1,1,64.4,62.4,66.5,80,80.5,80.5,16.099999999999994
2019 to 2021,England,Local Areas,E10000029,Suffolk,Female,2,<1,1,65.4,63.0,67.7,78,83.84615384615385,83.84615384615385,18.446153846153848
2019 to 2021,England,Local Areas,E10000030,Surrey,Male,1,<1,1,68.0,66.3,69.7,84,80.95238095238095,80.95238095238095,12.952380952380949
2019 to 2021,England,Local Areas,E10000030,Surrey,Female,2,<1,1,69.8,67.9,71.8,82,85.1219512195122,85.1219512195122,15.3219512195122
2019 to 2021,England,Local Areas,E10000031,Warwickshire,Male,1,<1,1,64.4,62.4,66.3,81,79.50617283950618,79.50617283950618,15.106172839506172
2019 to 2021,England,Local Areas,E10000031,Warwickshire,Female,2,<1,1,65.1,62.6,67.5,78,83.46153846153845,83.46153846153845,18.36153846153846
2019 to 2021,England,Local Areas,E10000032,West Sussex,Male,1,<1,1,64.0,61.9,66.2,80,80.0,80.0,16.0
2019 to 2021,England,Local Areas,E10000032,West Sussex,Female,2,<1,1,65.6,62.9,68.3,78,84.10256410256409,84.10256410256409,18.502564102564094
2019 to 2021,England,Local Areas,E10000034,Worcestershire,Male,1,<1,1,65.0,63.0,66.9,82,79.26829268292684,79.26829268292684,14.268292682926841
2019 to 2021,England,Local Areas,E10000034,Worcestershire,Female,2,<1,1,65.4,63.1,67.7,79,82.78481012658229,82.78481012658229,17.38481012658228
2019 to 2021,England,Region,E12000001,North East,Male,1,<1,1,58.6,57.9,59.4,76,77.10526315789474,77.10526315789474,18.50526315789474
2019 to 2021,England,Region,E12000001,North East,Female,2,<1,1,59.6,58.8,60.5,73,81.64383561643837,81.64383561643837,22.043835616438365
2019 to 2021,England,Region,E12000002,North West,Male,1,<1,1,61.0,60.4,61.5,79,77.21518987341771,77.21518987341771,16.215189873417714
2019 to 2021,England,Region,E12000002,North West,Female,2,<1,1,61.7,61.1,62.3,76,81.1842105263158,81.1842105263158,19.484210526315792
2019 to 2021,England,Region,E12000003,Yorkshire and The Humber,Male,1,<1,1,60.5,59.8,61.2,77,78.57142857142857,78.57142857142857,18.07142857142857
2019 to 2021,England,Region,E12000003,Yorkshire and The Humber,Female,2,<1,1,61.0,60.2,61.8,74,82.43243243243244,82.43243243243244,21.432432432432435
2019 to 2021,England,Region,E12000004,East Midlands,Male,1,<1,1,61.3,60.5,62.1,78,78.58974358974358,78.58974358974358,17.28974358974358
2019 to 2021,England,Region,E12000004,East Midlands,Female,2,<1,1,61.7,60.8,62.6,75,82.26666666666667,82.26666666666667,20.566666666666663
2019 to 2021,England,Region,E12000005,West Midlands,Male,1,<1,1,61.9,61.3,62.5,79,78.35443037974683,78.35443037974683,16.45443037974683
2019 to 2021,England,Region,E12000005,West Midlands,Female,2,<1,1,62.5,61.7,63.2,76,82.23684210526315,82.23684210526315,19.73684210526315
2019 to 2021,England,Region,E12000006,East of England,Male,1,<1,1,64.1,63.4,64.7,80,80.12499999999999,80.12499999999999,16.02499999999999
2019 to 2021,England,Region,E12000006,East of England,Female,2,<1,1,65.0,64.3,65.8,78,83.33333333333333,83.33333333333333,18.33333333333333
2019 to 2021,England,Region,E12000007,London,Male,1,<1,1,63.8,63.2,64.5,81,78.76543209876543,78.76543209876543,14.965432098765433
2019 to 2021,England,Region,E12000007,London,Female,2,<1,1,64.8,64.1,65.6,77,84.15584415584415,84.15584415584415,19.355844155844153
2019 to 2021,England,Region,E12000008,South East,Male,1,<1,1,64.7,64.2,65.3,81,79.87654320987654,79.87654320987654,15.176543209876542
2019 to 2021,England,Region,E12000008,South East,Female,2,<1,1,66.4,65.8,67.0,79,84.05063291139241,84.05063291139241,17.650632911392407
2019 to 2021,England,Region,E12000009,South West,Male,1,<1,1,64.4,63.8,65.1,80,80.5,80.5,16.099999999999994
2019 to 2021,England,Region,E12000009,South West,Female,2,<1,1,66.0,65.3,66.7,78,84.61538461538461,84.61538461538461,18.615384615384613
2019 to 2021,England,Combined Authority,E47000001,Greater Manchester,Male,1,<1,1,60.1,59.2,60.9,78,77.05128205128204,77.05128205128204,16.951282051282043
2019 to 2021,England,Combined Authority,E47000001,Greater Manchester,Female,2,<1,1,60.7,59.7,61.6,75,80.93333333333334,80.93333333333334,20.233333333333334
2019 to 2021,England,Combined Authority,E47000002,South Yorkshire,Male,1,<1,1,58.5,57.0,59.9,75,78.0,78.0,19.5
2019 to 2021,England,Combined Authority,E47000002,South Yorkshire,Female,2,<1,1,58.5,56.8,60.2,72,81.25,81.25,22.75
2019 to 2021,England,Combined Authority,E47000003,West Yorkshire,Male,1,<1,1,60.2,59.1,61.3,78,77.17948717948718,77.17948717948718,16.97948717948718
2019 to 2021,England,Combined Authority,E47000003,West Yorkshire,Female,2,<1,1,60.7,59.5,62.0,74,82.02702702702703,82.02702702702703,21.32702702702703
2019 to 2021,England,Combined Authority,E47000004,Liverpool City Region,Male,1,<1,1,59.7,58.5,60.8,78,76.53846153846153,76.53846153846153,16.83846153846153
2019 to 2021,England,Combined Authority,E47000004,Liverpool City Region,Female,2,<1,1,60.2,59.0,61.4,75,80.26666666666667,80.26666666666667,20.066666666666663
2019 to 2021,England,Combined Authority,E47000006,Tees Valley,Male,1,<1,1,57.3,56.2,58.5,74,77.43243243243244,77.43243243243244,20.132432432432438
2019 to 2021,England,Combined Authority,E47000006,Tees Valley,Female,2,<1,1,58.3,57.0,59.6,72,80.97222222222221,80.97222222222221,22.672222222222217
2019 to 2021,England,Combined Authority,E47000007,West Midlands (Combined Authority),Male,1,<1,1,60.2,59.3,61.1,78,77.17948717948718,77.17948717948718,16.97948717948718
2019 to 2021,England,Combined Authority,E47000007,West Midlands (Combined Authority),Female,2,<1,1,60.7,59.7,61.8,74,82.02702702702703,82.02702702702703,21.32702702702703
2019 to 2021,England,Combined Authority,E47000008,Cambridgeshire and Peterborough,Male,1,<1,1,62.9,61.0,64.8,78,80.64102564102564,80.64102564102564,17.741025641025637
2019 to 2021,England,Combined Authority,E47000008,Cambridgeshire and Peterborough,Female,2,<1,1,63.5,61.4,65.6,76,83.55263157894737,83.55263157894737,20.05263157894737
2019 to 2021,England,Combined Authority,E47000009,West of England,Male,1,<1,1,64.0,62.5,65.5,80,80.0,80.0,16.0
2019 to 2021,England,Combined Authority,E47000009,West of England,Female,2,<1,1,65.3,63.7,67.0,78,83.71794871794872,83.71794871794872,18.41794871794872
2019 to 2021,England,Combined Authority,E47000012,York and North Yorkshire,Male,1,<1,1,65.8,64.3,67.4,82,80.2439024390244,80.2439024390244,14.443902439024399
2019 to 2021,England,Combined Authority,E47000012,York and North Yorkshire,Female,2,<1,1,66.9,65.1,68.7,80,83.625,83.625,16.724999999999994
2019 to 2021,England,Combined Authority,E47000013,East Midlands (Combined Authority),Male,1,<1,1,60.1,59.0,61.2,77,78.05194805194805,78.05194805194805,17.951948051948044
2019 to 2021,England,Combined Authority,E47000013,East Midlands (Combined Authority),Female,2,<1,1,60.3,59.0,61.6,73,82.6027397260274,82.6027397260274,22.302739726027397
2019 to 2021,England,Combined Authority,E47000014,North East (Combined Authority),Male,1,<1,1,59.1,58.0,60.1,76,77.76315789473685,77.76315789473685,18.663157894736848
2019 to 2021,England,Combined Authority,E47000014,North East (Combined Authority),Female,2,<1,1,60.1,59.0,61.2,74,81.21621621621622,81.21621621621622,21.116216216216223
2019 to 2021,England,Combined Authority,E47000015,Devon and Torbay,Male,1,<1,1,65.9,64.4,67.4,82,80.3658536585366,80.3658536585366,14.465853658536588
2019 to 2021,England,Combined Authority,E47000015,Devon and Torbay,Female,2,<1,1,67.8,66.1,69.4,80,84.74999999999999,84.74999999999999,16.94999999999999
2019 to 2021,England,Combined Authority,E47000016,Hull and East Yorkshire,Male,1,<1,1,60.8,58.8,62.8,78,77.94871794871794,77.94871794871794,17.148717948717945
2019 to 2021,England,Combined Authority,E47000016,Hull and East Yorkshire,Female,2,<1,1,61.4,59.0,63.7,75,81.86666666666666,81.86666666666666,20.46666666666666
2019 to 2021,England,Combined Authority,E47000017,Greater Lincolnshire,Male,1,<1,1,60.2,58.8,61.6,77,78.18181818181819,78.18181818181819,17.981818181818184
2019 to 2021,England,Combined Authority,E47000017,Greater Lincolnshire,Female,2,<1,1,60.6,58.9,62.2,73,83.01369863013699,83.01369863013699,22.413698630136984
2019 to 2021,England,Combined Authority,E47000018,Lancashire (Combined Authority),Male,1,<1,1,60.7,59.5,62.0,79,76.83544303797468,76.83544303797468,16.13544303797468
2019 to 2021,England,Combined Authority,E47000018,Lancashire (Combined Authority),Female,2,<1,1,61.5,60.1,62.9,75,82.0,82.0,20.5
2019 to 2021,England,Integrated Care Board,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Male,1,<1,1,61.9,61.0,62.8,79,78.35443037974683,78.35443037974683,16.45443037974683
2019 to 2021,England,Integrated Care Board,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Female,2,<1,1,62.6,61.6,63.6,77,81.2987012987013,81.2987012987013,18.6987012987013
2019 to 2021,England,Integrated Care Board,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Male,1,<1,1,62.0,60.4,63.5,79,78.48101265822784,78.48101265822784,16.48101265822784
2019 to 2021,England,Integrated Care Board,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Female,2,<1,1,62.4,60.6,64.2,76,82.10526315789474,82.10526315789474,19.70526315789474
2019 to 2021,England,Integrated Care Board,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Male,1,<1,1,63.1,61.2,64.9,79,79.87341772151899,79.87341772151899,16.77341772151899
2019 to 2021,England,Integrated Care Board,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Female,2,<1,1,63.3,61.2,65.3,76,83.28947368421052,83.28947368421052,19.989473684210523
2019 to 2021,England,Integrated Care Board,E54000013,NHS Lincolnshire Integrated Care Board,Male,1,<1,1,61.4,59.5,63.4,78,78.71794871794872,78.71794871794872,17.317948717948717
2019 to 2021,England,Integrated Care Board,E54000013,NHS Lincolnshire Integrated Care Board,Female,2,<1,1,62.0,59.5,64.5,75,82.66666666666667,82.66666666666667,20.66666666666667
2019 to 2021,England,Integrated Care Board,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Male,1,<1,1,61.9,60.3,63.5,78,79.35897435897435,79.35897435897435,17.458974358974352
2019 to 2021,England,Integrated Care Board,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Female,2,<1,1,62.4,60.5,64.3,75,83.2,83.2,20.800000000000004
2019 to 2021,England,Integrated Care Board,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Male,1,<1,1,62.9,61.3,64.4,80,78.625,78.625,15.725000000000001
2019 to 2021,England,Integrated Care Board,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Female,2,<1,1,63.5,61.7,65.4,77,82.46753246753246,82.46753246753246,18.967532467532465
2019 to 2021,England,Integrated Care Board,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Male,1,<1,1,65.2,63.6,66.7,82,79.51219512195122,79.51219512195122,14.31219512195122
2019 to 2021,England,Integrated Care Board,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Female,2,<1,1,65.8,64.0,67.5,79,83.29113924050633,83.29113924050633,17.491139240506328
2019 to 2021,England,Integrated Care Board,E54000022,NHS Norfolk and Waveney Integrated Care Board,Male,1,<1,1,62.9,61.0,64.9,79,79.62025316455696,79.62025316455696,16.720253164556958
2019 to 2021,England,Integrated Care Board,E54000022,NHS Norfolk and Waveney Integrated Care Board,Female,2,<1,1,63.7,61.6,65.8,76,83.81578947368422,83.81578947368422,20.115789473684217
2019 to 2021,England,Integrated Care Board,E54000023,NHS Suffolk and North East Essex Integrated Care Board,Male,1,<1,1,64.4,62.6,66.2,80,80.5,80.5,16.099999999999994
2019 to 2021,England,Integrated Care Board,E54000023,NHS Suffolk and North East Essex Integrated Care Board,Female,2,<1,1,65.4,63.3,67.4,78,83.84615384615385,83.84615384615385,18.446153846153848
2019 to 2021,England,Integrated Care Board,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",Male,1,<1,1,63.4,61.9,64.8,80,79.25,79.25,15.850000000000001
2019 to 2021,England,Integrated Care Board,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",Female,2,<1,1,64.5,62.9,66.2,78,82.6923076923077,82.6923076923077,18.192307692307693
2019 to 2021,England,Integrated Care Board,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Male,1,<1,1,66.1,64.6,67.6,82,80.60975609756098,80.60975609756098,14.509756097560981
2019 to 2021,England,Integrated Care Board,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Female,2,<1,1,67.2,65.6,68.8,80,84.0,84.0,16.799999999999997
2019 to 2021,England,Integrated Care Board,E54000026,NHS Mid and South Essex Integrated Care Board,Male,1,<1,1,63.4,62.0,64.7,80,79.25,79.25,15.850000000000001
2019 to 2021,England,Integrated Care Board,E54000026,NHS Mid and South Essex Integrated Care Board,Female,2,<1,1,64.5,62.9,66.1,77,83.76623376623377,83.76623376623377,19.266233766233768
2019 to 2021,England,Integrated Care Board,E54000027,NHS North West London Integrated Care Board,Male,1,<1,1,63.3,61.8,64.8,80,79.12499999999999,79.12499999999999,15.824999999999989
2019 to 2021,England,Integrated Care Board,E54000027,NHS North West London Integrated Care Board,Female,2,<1,1,64.2,62.6,65.9,76,84.47368421052632,84.47368421052632,20.273684210526312
2019 to 2021,England,Integrated Care Board,E54000028,NHS North Central London Integrated Care Board,Male,1,<1,1,64.1,62.5,65.7,81,79.1358024691358,79.1358024691358,15.035802469135803
2019 to 2021,England,Integrated Care Board,E54000028,NHS North Central London Integrated Care Board,Female,2,<1,1,65.4,63.5,67.2,78,83.84615384615385,83.84615384615385,18.446153846153848
2019 to 2021,England,Integrated Care Board,E54000029,NHS North East London Integrated Care Board,Male,1,<1,1,62.5,61.1,63.9,80,78.125,78.125,15.625
2019 to 2021,England,Integrated Care Board,E54000029,NHS North East London Integrated Care Board,Female,2,<1,1,63.5,61.8,65.1,77,82.46753246753246,82.46753246753246,18.967532467532465
2019 to 2021,England,Integrated Care Board,E54000030,NHS South East London Integrated Care Board,Male,1,<1,1,63.7,62.3,65.1,80,79.625,79.625,15.924999999999997
2019 to 2021,England,Integrated Care Board,E54000030,NHS South East London Integrated Care Board,Female,2,<1,1,64.5,62.8,66.3,77,83.76623376623377,83.76623376623377,19.266233766233768
2019 to 2021,England,Integrated Care Board,E54000031,NHS South West London Integrated Care Board,Male,1,<1,1,66.0,64.6,67.3,82,80.48780487804879,80.48780487804879,14.487804878048792
2019 to 2021,England,Integrated Care Board,E54000031,NHS South West London Integrated Care Board,Female,2,<1,1,67.1,65.5,68.7,80,83.87499999999999,83.87499999999999,16.77499999999999
2019 to 2021,England,Integrated Care Board,E54000032,NHS Kent and Medway Integrated Care Board,Male,1,<1,1,62.8,61.3,64.3,80,78.49999999999999,78.49999999999999,15.699999999999989
2019 to 2021,England,Integrated Care Board,E54000032,NHS Kent and Medway Integrated Care Board,Female,2,<1,1,64.4,62.8,66.0,78,82.56410256410257,82.56410256410257,18.164102564102564
2019 to 2021,England,Integrated Care Board,E54000034,NHS Frimley Integrated Care Board,Male,1,<1,1,65.4,64.0,66.7,81,80.74074074074075,80.74074074074075,15.340740740740742
2019 to 2021,England,Integrated Care Board,E54000034,NHS Frimley Integrated Care Board,Female,2,<1,1,67.0,65.4,68.7,79,84.81012658227847,84.81012658227847,17.81012658227847
2019 to 2021,England,Integrated Care Board,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Male,1,<1,1,62.1,59.5,64.6,78,79.61538461538461,79.61538461538461,17.515384615384612
2019 to 2021,England,Integrated Care Board,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Female,2,<1,1,63.4,60.6,66.2,76,83.42105263157895,83.42105263157895,20.021052631578947
2019 to 2021,England,Integrated Care Board,E54000037,NHS Devon Integrated Care Board,Male,1,<1,1,64.7,63.4,66.0,81,79.87654320987654,79.87654320987654,15.176543209876542
2019 to 2021,England,Integrated Care Board,E54000037,NHS Devon Integrated Care Board,Female,2,<1,1,66.4,64.9,67.9,79,84.05063291139241,84.05063291139241,17.650632911392407
2019 to 2021,England,Integrated Care Board,E54000038,NHS Somerset Integrated Care Board,Male,1,<1,1,64.1,61.7,66.5,80,80.12499999999999,80.12499999999999,16.02499999999999
2019 to 2021,England,Integrated Care Board,E54000038,NHS Somerset Integrated Care Board,Female,2,<1,1,65.6,63.1,68.1,78,84.10256410256409,84.10256410256409,18.502564102564094
2019 to 2021,England,Integrated Care Board,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",Male,1,<1,1,64.1,62.6,65.5,80,80.12499999999999,80.12499999999999,16.02499999999999
2019 to 2021,England,Integrated Care Board,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",Female,2,<1,1,65.5,63.8,67.1,78,83.97435897435898,83.97435897435898,18.474358974358978
2019 to 2021,England,Integrated Care Board,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Male,1,<1,1,64.5,63.1,66.0,80,80.625,80.625,16.125
2019 to 2021,England,Integrated Care Board,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Female,2,<1,1,66.1,64.5,67.7,78,84.74358974358974,84.74358974358974,18.643589743589743
2019 to 2021,England,Integrated Care Board,E54000041,NHS Dorset Integrated Care Board,Male,1,<1,1,65.1,63.7,66.6,81,80.37037037037035,80.37037037037035,15.270370370370358
2019 to 2021,England,Integrated Care Board,E54000041,NHS Dorset Integrated Care Board,Female,2,<1,1,66.8,65.0,68.6,79,84.55696202531645,84.55696202531645,17.756962025316454
2019 to 2021,England,Integrated Care Board,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,Male,1,<1,1,63.8,62.6,65.0,79,80.75949367088607,80.75949367088607,16.959493670886076
2019 to 2021,England,Integrated Care Board,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,Female,2,<1,1,65.2,63.9,66.5,78,83.58974358974359,83.58974358974359,18.38974358974359
2019 to 2021,England,Integrated Care Board,E54000043,NHS Gloucestershire Integrated Care Board,Male,1,<1,1,66.0,64.1,67.9,82,80.48780487804879,80.48780487804879,14.487804878048792
2019 to 2021,England,Integrated Care Board,E54000043,NHS Gloucestershire Integrated Care Board,Female,2,<1,1,67.7,65.5,70.0,81,83.58024691358024,83.58024691358024,15.880246913580237
2019 to 2021,England,Integrated Care Board,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",Male,1,<1,1,67.4,66.4,68.5,83,81.20481927710844,81.20481927710844,13.804819277108436
2019 to 2021,England,Integrated Care Board,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",Female,2,<1,1,69.3,68.1,70.5,82,84.51219512195122,84.51219512195122,15.212195121951225
2019 to 2021,England,Integrated Care Board,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,1,<1,1,61.0,59.8,62.2,79,77.21518987341771,77.21518987341771,16.215189873417714
2019 to 2021,England,Integrated Care Board,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,2,<1,1,61.8,60.5,63.1,76,81.3157894736842,81.3157894736842,19.515789473684208
2019 to 2021,England,Integrated Care Board,E54000050,NHS North East and North Cumbria Integrated Care Board,Male,1,<1,1,58.9,58.2,59.6,76,77.5,77.5,18.6
2019 to 2021,England,Integrated Care Board,E54000050,NHS North East and North Cumbria Integrated Care Board,Female,2,<1,1,59.9,59.1,60.7,74,80.94594594594595,80.94594594594595,21.045945945945952
2019 to 2021,England,Integrated Care Board,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Male,1,<1,1,62.4,61.3,63.5,79,78.9873417721519,78.9873417721519,16.587341772151895
2019 to 2021,England,Integrated Care Board,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Female,2,<1,1,63.0,61.8,64.3,76,82.89473684210526,82.89473684210526,19.89473684210526
2019 to 2021,England,Integrated Care Board,E54000054,NHS West Yorkshire Integrated Care Board,Male,1,<1,1,60.3,59.3,61.4,78,77.3076923076923,77.3076923076923,17.00769230769231
2019 to 2021,England,Integrated Care Board,E54000054,NHS West Yorkshire Integrated Care Board,Female,2,<1,1,60.9,59.7,62.2,75,81.2,81.2,20.300000000000004
2019 to 2021,England,Integrated Care Board,E54000055,NHS Birmingham and Solihull Integrated Care Board,Male,1,<1,1,60.6,59.1,62.1,78,77.6923076923077,77.6923076923077,17.092307692307692
2019 to 2021,England,Integrated Care Board,E54000055,NHS Birmingham and Solihull Integrated Care Board,Female,2,<1,1,61.4,59.7,63.1,75,81.86666666666666,81.86666666666666,20.46666666666666
2019 to 2021,England,Integrated Care Board,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,Male,1,<1,1,63.0,61.2,64.8,78,80.76923076923076,80.76923076923076,17.76923076923076
2019 to 2021,England,Integrated Care Board,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,Female,2,<1,1,63.6,61.5,65.7,76,83.6842105263158,83.6842105263158,20.084210526315793
2019 to 2021,England,Integrated Care Board,E54000057,NHS Greater Manchester Integrated Care Board,Male,1,<1,1,60.1,59.2,60.9,78,77.05128205128204,77.05128205128204,16.951282051282043
2019 to 2021,England,Integrated Care Board,E54000057,NHS Greater Manchester Integrated Care Board,Female,2,<1,1,60.7,59.7,61.6,75,80.93333333333334,80.93333333333334,20.233333333333334
2019 to 2021,England,Integrated Care Board,E54000058,NHS Derby and Derbyshire Integrated Care Board,Male,1,<1,1,60.5,58.9,62.1,77,78.57142857142857,78.57142857142857,18.07142857142857
2019 to 2021,England,Integrated Care Board,E54000058,NHS Derby and Derbyshire Integrated Care Board,Female,2,<1,1,60.8,59.0,62.6,74,82.16216216216216,82.16216216216216,21.362162162162164
2019 to 2021,England,Integrated Care Board,E54000059,NHS Northamptonshire Integrated Care Board,Male,1,<1,1,64.1,62.1,66.2,81,79.1358024691358,79.1358024691358,15.035802469135803
2019 to 2021,England,Integrated Care Board,E54000059,NHS Northamptonshire Integrated Care Board,Female,2,<1,1,64.6,62.3,67.0,78,82.8205128205128,82.8205128205128,18.22051282051281
2019 to 2021,England,Integrated Care Board,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Male,1,<1,1,59.7,58.1,61.3,76,78.55263157894737,78.55263157894737,18.852631578947367
