Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%),LE_calculated,LE,HLE_Gap
2013 to 2015,Scotland,Local Areas,S12000048,Perth and Kinross,Female,2,<1,1,68.0,65.2,70.9,82,82.92682926829269,82.92682926829269,14.926829268292693
2013 to 2015,Scotland,Local Areas,S12000049,Glasgow City,Male,1,<1,1,56.0,53.8,58.3,76,73.6842105263158,73.6842105263158,17.684210526315795
2013 to 2015,Scotland,Local Areas,S12000049,Glasgow City,Female,2,<1,1,57.2,54.7,59.8,73,78.35616438356165,78.35616438356165,21.156164383561645
2013 to 2015,Scotland,Local Areas,S12000050,North Lanarkshire,Male,1,<1,1,57.6,55.5,59.8,76,75.78947368421052,75.78947368421052,18.18947368421052
2013 to 2015,Scotland,Local Areas,S12000050,North Lanarkshire,Female,2,<1,1,58.4,55.9,60.9,73,80.0,80.0,21.6
2013 to 2015,Scotland,Country,S92000003,Scotland,Male,1,<1,1,61.9,61.5,62.3,80,77.375,77.375,15.475000000000001
2013 to 2015,Scotland,Country,S92000003,Scotland,Female,2,<1,1,63.0,62.6,63.5,78,80.76923076923076,80.76923076923076,17.76923076923076
2014 to 2016,Scotland,Scottish Health Board,S08000015,NHS Ayrshire and Arran,Male,1,<1,1,59.3,57.9,60.8,77,77.01298701298701,77.01298701298701,17.712987012987014
2014 to 2016,Scotland,Scottish Health Board,S08000015,NHS Ayrshire and Arran,Female,2,<1,1,60.0,58.4,61.7,75,80.0,80.0,20.0
2014 to 2016,Scotland,Scottish Health Board,S08000016,NHS Borders,Male,1,<1,1,65.8,63.6,67.9,83,79.27710843373494,79.27710843373494,13.47710843373494
2014 to 2016,Scotland,Scottish Health Board,S08000016,NHS Borders,Female,2,<1,1,67.4,64.9,69.8,81,83.20987654320987,83.20987654320987,15.809876543209867
2014 to 2016,Scotland,Scottish Health Board,S08000017,NHS Dumfries and Galloway,Male,1,<1,1,64.0,62.0,66.0,82,78.04878048780488,78.04878048780488,14.048780487804876
2014 to 2016,Scotland,Scottish Health Board,S08000017,NHS Dumfries and Galloway,Female,2,<1,1,65.4,62.9,67.8,80,81.75,81.75,16.349999999999994
2014 to 2016,Scotland,Scottish Health Board,S08000019,NHS Forth Valley,Male,1,<1,1,62.1,60.6,63.6,80,77.625,77.625,15.524999999999999
2014 to 2016,Scotland,Scottish Health Board,S08000019,NHS Forth Valley,Female,2,<1,1,63.0,61.3,64.7,78,80.76923076923076,80.76923076923076,17.76923076923076
2014 to 2016,Scotland,Scottish Health Board,S08000020,NHS Grampian,Male,1,<1,1,65.2,63.8,66.5,83,78.55421686746989,78.55421686746989,13.354216867469887
2014 to 2016,Scotland,Scottish Health Board,S08000020,NHS Grampian,Female,2,<1,1,66.5,64.9,68.1,81,82.09876543209876,82.09876543209876,15.598765432098759
2014 to 2016,Scotland,Scottish Health Board,S08000022,NHS Highland,Male,1,<1,1,64.3,62.6,66.0,83,77.46987951807229,77.46987951807229,13.169879518072293
2014 to 2016,Scotland,Scottish Health Board,S08000022,NHS Highland,Female,2,<1,1,66.5,64.6,68.4,80,83.125,83.125,16.625
2014 to 2016,Scotland,Scottish Health Board,S08000024,NHS Lothian,Male,1,<1,1,64.3,63.0,65.5,82,78.41463414634147,78.41463414634147,14.114634146341473
2014 to 2016,Scotland,Scottish Health Board,S08000024,NHS Lothian,Female,2,<1,1,65.6,64.2,67.0,80,81.99999999999999,81.99999999999999,16.39999999999999
2014 to 2016,Scotland,Scottish Health Board,S08000025,NHS Orkney,Male,1,<1,1,70.3,65.3,75.3,88,79.88636363636363,79.88636363636363,9.586363636363629
2014 to 2016,Scotland,Scottish Health Board,S08000025,NHS Orkney,Female,2,<1,1,71.5,66.1,76.8,86,83.13953488372093,83.13953488372093,11.639534883720927
2014 to 2016,Scotland,Scottish Health Board,S08000026,NHS Shetland,Male,1,<1,1,67.7,62.9,72.5,87,77.816091954023,77.816091954023,10.116091954022991
2014 to 2016,Scotland,Scottish Health Board,S08000026,NHS Shetland,Female,2,<1,1,69.8,62.3,77.2,85,82.11764705882352,82.11764705882352,12.317647058823525
2014 to 2016,Scotland,Scottish Health Board,S08000028,NHS Western Isles,Male,1,<1,1,65.0,61.4,68.6,85,76.47058823529412,76.47058823529412,11.470588235294116
2014 to 2016,Scotland,Scottish Health Board,S08000028,NHS Western Isles,Female,2,<1,1,68.1,63.8,72.4,82,83.04878048780488,83.04878048780488,14.948780487804882
2014 to 2016,Scotland,Scottish Health Board,S08000029,NHS Fife,Male,1,<1,1,62.2,59.7,64.6,80,77.75,77.75,15.549999999999997
2014 to 2016,Scotland,Scottish Health Board,S08000029,NHS Fife,Female,2,<1,1,63.0,60.4,65.7,78,80.76923076923076,80.76923076923076,17.76923076923076
2014 to 2016,Scotland,Scottish Health Board,S08000030,NHS Tayside,Male,1,<1,1,63.3,62.0,64.7,82,77.19512195121952,77.19512195121952,13.895121951219522
2014 to 2016,Scotland,Scottish Health Board,S08000030,NHS Tayside,Female,2,<1,1,64.4,62.9,66.0,79,81.51898734177216,81.51898734177216,17.118987341772154
2014 to 2016,Scotland,Scottish Health Board,S08000031,NHS Greater Glasgow and Clyde,Male,1,<1,1,59.5,58.5,60.5,79,75.31645569620252,75.31645569620252,15.816455696202524
2014 to 2016,Scotland,Scottish Health Board,S08000031,NHS Greater Glasgow and Clyde,Female,2,<1,1,60.7,59.7,61.8,76,79.86842105263158,79.86842105263158,19.168421052631572
2014 to 2016,Scotland,Scottish Health Board,S08000032,NHS Lanarkshire,Male,1,<1,1,59.5,57.9,61.1,78,76.28205128205128,76.28205128205128,16.782051282051285
2014 to 2016,Scotland,Scottish Health Board,S08000032,NHS Lanarkshire,Female,2,<1,1,60.4,58.6,62.2,75,80.53333333333333,80.53333333333333,20.133333333333333
2014 to 2016,Scotland,Local Areas,S12000005,Clackmannanshire,Male,1,<1,1,59.6,55.6,63.6,78,76.41025641025641,76.41025641025641,16.810256410256407
2014 to 2016,Scotland,Local Areas,S12000005,Clackmannanshire,Female,2,<1,1,60.3,56.2,64.4,75,80.39999999999999,80.39999999999999,20.099999999999994
2014 to 2016,Scotland,Local Areas,S12000006,Dumfries and Galloway,Male,1,<1,1,64.0,62.0,66.0,82,78.04878048780488,78.04878048780488,14.048780487804876
2014 to 2016,Scotland,Local Areas,S12000006,Dumfries and Galloway,Female,2,<1,1,65.4,62.9,67.8,80,81.75,81.75,16.349999999999994
2014 to 2016,Scotland,Local Areas,S12000008,East Ayrshire,Male,1,<1,1,59.2,56.7,61.8,77,76.88311688311688,76.88311688311688,17.68311688311688
2014 to 2016,Scotland,Local Areas,S12000008,East Ayrshire,Female,2,<1,1,59.7,56.7,62.7,75,79.60000000000001,79.60000000000001,19.900000000000006
2014 to 2016,Scotland,Local Areas,S12000010,East Lothian,Male,1,<1,1,65.1,62.6,67.7,83,78.43373493975903,78.43373493975903,13.33373493975904
2014 to 2016,Scotland,Local Areas,S12000010,East Lothian,Female,2,<1,1,67.0,64.4,69.6,81,82.71604938271605,82.71604938271605,15.71604938271605
2014 to 2016,Scotland,Local Areas,S12000011,East Renfrewshire,Male,1,<1,1,66.3,63.8,68.7,83,79.87951807228916,79.87951807228916,13.579518072289162
2014 to 2016,Scotland,Local Areas,S12000011,East Renfrewshire,Female,2,<1,1,67.1,64.5,69.7,80,83.87499999999999,83.87499999999999,16.77499999999999
2014 to 2016,Scotland,Local Areas,S12000013,Na h-Eileanan Siar,Male,1,<1,1,65.0,61.4,68.6,85,76.47058823529412,76.47058823529412,11.470588235294116
2014 to 2016,Scotland,Local Areas,S12000013,Na h-Eileanan Siar,Female,2,<1,1,68.1,63.8,72.4,82,83.04878048780488,83.04878048780488,14.948780487804882
2014 to 2016,Scotland,Local Areas,S12000014,Falkirk,Male,1,<1,1,61.7,59.4,63.9,80,77.125,77.125,15.424999999999997
2014 to 2016,Scotland,Local Areas,S12000014,Falkirk,Female,2,<1,1,62.4,59.9,64.8,77,81.03896103896103,81.03896103896103,18.638961038961035
2014 to 2016,Scotland,Local Areas,S12000017,Highland,Male,1,<1,1,64.5,62.0,67.0,83,77.71084337349399,77.71084337349399,13.210843373493987
2014 to 2016,Scotland,Local Areas,S12000017,Highland,Female,2,<1,1,66.7,63.7,69.8,81,82.34567901234568,82.34567901234568,15.645679012345681
2014 to 2016,Scotland,Local Areas,S12000018,Inverclyde,Male,1,<1,1,59.4,57.0,61.8,78,76.15384615384615,76.15384615384615,16.753846153846148
2014 to 2016,Scotland,Local Areas,S12000018,Inverclyde,Female,2,<1,1,60.1,57.3,62.9,75,80.13333333333334,80.13333333333334,20.03333333333334
2014 to 2016,Scotland,Local Areas,S12000019,Midlothian,Male,1,<1,1,61.6,58.4,64.7,79,77.9746835443038,77.9746835443038,16.3746835443038
2014 to 2016,Scotland,Local Areas,S12000019,Midlothian,Female,2,<1,1,62.2,58.3,66.1,76,81.8421052631579,81.8421052631579,19.6421052631579
2014 to 2016,Scotland,Local Areas,S12000020,Moray,Male,1,<1,1,64.7,62.4,67.0,82,78.90243902439025,78.90243902439025,14.202439024390245
2014 to 2016,Scotland,Local Areas,S12000020,Moray,Female,2,<1,1,65.7,62.9,68.4,80,82.125,82.125,16.424999999999997
2014 to 2016,Scotland,Local Areas,S12000021,North Ayrshire,Male,1,<1,1,57.6,55.2,60.0,76,75.78947368421052,75.78947368421052,18.18947368421052
2014 to 2016,Scotland,Local Areas,S12000021,North Ayrshire,Female,2,<1,1,58.6,55.5,61.6,73,80.27397260273973,80.27397260273973,21.67397260273973
2014 to 2016,Scotland,Local Areas,S12000023,Orkney Islands,Male,1,<1,1,70.3,65.3,75.3,88,79.88636363636363,79.88636363636363,9.586363636363629
2014 to 2016,Scotland,Local Areas,S12000023,Orkney Islands,Female,2,<1,1,71.5,66.1,76.8,86,83.13953488372093,83.13953488372093,11.639534883720927
2014 to 2016,Scotland,Local Areas,S12000026,Scottish Borders,Male,1,<1,1,65.8,63.6,67.9,83,79.27710843373494,79.27710843373494,13.47710843373494
2014 to 2016,Scotland,Local Areas,S12000026,Scottish Borders,Female,2,<1,1,67.4,64.9,69.8,81,83.20987654320987,83.20987654320987,15.809876543209867
2014 to 2016,Scotland,Local Areas,S12000027,Shetland Islands,Male,1,<1,1,67.7,62.9,72.5,87,77.816091954023,77.816091954023,10.116091954022991
2014 to 2016,Scotland,Local Areas,S12000027,Shetland Islands,Female,2,<1,1,69.8,62.3,77.2,85,82.11764705882352,82.11764705882352,12.317647058823525
2014 to 2016,Scotland,Local Areas,S12000028,South Ayrshire,Male,1,<1,1,61.4,59.1,63.8,79,77.72151898734177,77.72151898734177,16.32151898734177
2014 to 2016,Scotland,Local Areas,S12000028,South Ayrshire,Female,2,<1,1,62.0,59.3,64.6,77,80.51948051948052,80.51948051948052,18.519480519480524
2014 to 2016,Scotland,Local Areas,S12000029,South Lanarkshire,Male,1,<1,1,60.9,58.6,63.2,79,77.0886075949367,77.0886075949367,16.188607594936705
2014 to 2016,Scotland,Local Areas,S12000029,South Lanarkshire,Female,2,<1,1,61.7,59.2,64.3,76,81.1842105263158,81.1842105263158,19.484210526315792
2014 to 2016,Scotland,Local Areas,S12000030,Stirling,Male,1,<1,1,64.4,62.0,66.8,82,78.53658536585367,78.53658536585367,14.136585365853662
2014 to 2016,Scotland,Local Areas,S12000030,Stirling,Female,2,<1,1,65.5,62.8,68.3,80,81.875,81.875,16.375
2014 to 2016,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,<1,1,62.9,60.3,65.5,82,76.70731707317073,76.70731707317073,13.80731707317073
2014 to 2016,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,<1,1,64.7,61.9,67.4,80,80.875,80.875,16.174999999999997
2014 to 2016,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,<1,1,67.1,64.9,69.4,85,78.94117647058823,78.94117647058823,11.841176470588238
2014 to 2016,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,<1,1,68.3,65.5,71.1,83,82.28915662650603,82.28915662650603,13.98915662650603
2014 to 2016,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,<1,1,63.7,61.4,66.0,82,77.6829268292683,77.6829268292683,13.982926829268294
2014 to 2016,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,<1,1,65.8,63.3,68.3,80,82.24999999999999,82.24999999999999,16.44999999999999
2014 to 2016,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,<1,1,65.3,63.0,67.5,84,77.73809523809524,77.73809523809524,12.438095238095244
2014 to 2016,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,<1,1,67.0,64.3,69.6,81,82.71604938271605,82.71604938271605,15.71604938271605
2014 to 2016,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,<1,1,59.7,57.3,62.0,78,76.53846153846153,76.53846153846153,16.83846153846153
2014 to 2016,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,<1,1,60.1,57.4,62.9,75,80.13333333333334,80.13333333333334,20.03333333333334
2014 to 2016,Scotland,Local Areas,S12000039,West Dunbartonshire,Male,1,<1,1,56.0,53.3,58.7,75,74.66666666666667,74.66666666666667,18.66666666666667
2014 to 2016,Scotland,Local Areas,S12000039,West Dunbartonshire,Female,2,<1,1,56.2,53.3,59.0,71,79.1549295774648,79.1549295774648,22.954929577464796
2014 to 2016,Scotland,Local Areas,S12000040,West Lothian,Male,1,<1,1,62.2,59.3,65.0,80,77.75,77.75,15.549999999999997
2014 to 2016,Scotland,Local Areas,S12000040,West Lothian,Female,2,<1,1,62.5,59.5,65.4,77,81.16883116883116,81.16883116883116,18.66883116883116
2014 to 2016,Scotland,Local Areas,S12000041,Angus,Male,1,<1,1,65.0,62.6,67.5,83,78.3132530120482,78.3132530120482,13.313253012048193
2014 to 2016,Scotland,Local Areas,S12000041,Angus,Female,2,<1,1,65.9,63.1,68.8,81,81.35802469135803,81.35802469135803,15.45802469135802
2014 to 2016,Scotland,Local Areas,S12000042,Dundee City,Male,1,<1,1,58.4,56.0,60.7,78,74.87179487179486,74.87179487179486,16.471794871794863
2014 to 2016,Scotland,Local Areas,S12000042,Dundee City,Female,2,<1,1,59.7,57.2,62.3,75,79.60000000000001,79.60000000000001,19.900000000000006
2014 to 2016,Scotland,Local Areas,S12000045,East Dunbartonshire,Male,1,<1,1,67.5,65.4,69.7,84,80.35714285714286,80.35714285714286,12.857142857142861
2014 to 2016,Scotland,Local Areas,S12000045,East Dunbartonshire,Female,2,<1,1,68.9,66.4,71.3,82,84.02439024390245,84.02439024390245,15.12439024390244
2014 to 2016,Scotland,Local Areas,S12000047,Fife,Male,1,<1,1,62.2,59.7,64.6,80,77.75,77.75,15.549999999999997
2014 to 2016,Scotland,Local Areas,S12000047,Fife,Female,2,<1,1,63.0,60.4,65.7,78,80.76923076923076,80.76923076923076,17.76923076923076
2014 to 2016,Scotland,Local Areas,S12000048,Perth and Kinross,Male,1,<1,1,66.8,64.5,69.2,84,79.52380952380952,79.52380952380952,12.723809523809521
2014 to 2016,Scotland,Local Areas,S12000048,Perth and Kinross,Female,2,<1,1,67.7,64.6,70.7,82,82.5609756097561,82.5609756097561,14.860975609756096
2014 to 2016,Scotland,Local Areas,S12000049,Glasgow City,Male,1,<1,1,57.5,55.2,59.8,78,73.71794871794872,73.71794871794872,16.217948717948715
2014 to 2016,Scotland,Local Areas,S12000049,Glasgow City,Female,2,<1,1,59.0,56.4,61.7,75,78.66666666666667,78.66666666666667,19.66666666666667
2014 to 2016,Scotland,Local Areas,S12000050,North Lanarkshire,Male,1,<1,1,58.3,56.1,60.5,77,75.71428571428571,75.71428571428571,17.41428571428571
2014 to 2016,Scotland,Local Areas,S12000050,North Lanarkshire,Female,2,<1,1,59.1,56.5,61.7,74,79.86486486486487,79.86486486486487,20.76486486486487
2014 to 2016,Scotland,Country,S92000003,Scotland,Male,1,<1,1,62.2,61.7,62.6,81,76.79012345679013,76.79012345679013,14.590123456790124
2014 to 2016,Scotland,Country,S92000003,Scotland,Female,2,<1,1,63.3,62.8,63.8,78,81.15384615384615,81.15384615384615,17.85384615384615
2015 to 2017,Scotland,Scottish Health Board,S08000015,NHS Ayrshire and Arran,Male,1,<1,1,60.0,58.6,61.4,78,76.92307692307692,76.92307692307692,16.92307692307692
2015 to 2017,Scotland,Scottish Health Board,S08000015,NHS Ayrshire and Arran,Female,2,<1,1,60.2,58.5,61.9,75,80.26666666666667,80.26666666666667,20.066666666666663
2015 to 2017,Scotland,Scottish Health Board,S08000016,NHS Borders,Male,1,<1,1,64.8,62.5,67.1,82,79.02439024390245,79.02439024390245,14.224390243902448
2015 to 2017,Scotland,Scottish Health Board,S08000016,NHS Borders,Female,2,<1,1,65.5,62.8,68.2,79,82.91139240506328,82.91139240506328,17.411392405063282
2015 to 2017,Scotland,Scottish Health Board,S08000017,NHS Dumfries and Galloway,Male,1,<1,1,63.6,61.4,65.8,82,77.5609756097561,77.5609756097561,13.960975609756098
2015 to 2017,Scotland,Scottish Health Board,S08000017,NHS Dumfries and Galloway,Female,2,<1,1,64.4,61.7,67.2,79,81.51898734177216,81.51898734177216,17.118987341772154
2015 to 2017,Scotland,Scottish Health Board,S08000019,NHS Forth Valley,Male,1,<1,1,62.2,60.7,63.8,80,77.75,77.75,15.549999999999997
2015 to 2017,Scotland,Scottish Health Board,S08000019,NHS Forth Valley,Female,2,<1,1,62.7,60.9,64.4,77,81.42857142857143,81.42857142857143,18.728571428571428
2015 to 2017,Scotland,Scottish Health Board,S08000020,NHS Grampian,Male,1,<1,1,64.9,63.5,66.2,83,78.19277108433737,78.19277108433737,13.29277108433736
2015 to 2017,Scotland,Scottish Health Board,S08000020,NHS Grampian,Female,2,<1,1,65.6,63.9,67.2,80,81.99999999999999,81.99999999999999,16.39999999999999
2015 to 2017,Scotland,Scottish Health Board,S08000022,NHS Highland,Male,1,<1,1,64.3,62.7,65.9,83,77.46987951807229,77.46987951807229,13.169879518072293
2015 to 2017,Scotland,Scottish Health Board,S08000022,NHS Highland,Female,2,<1,1,66.1,64.1,68.0,80,82.62499999999999,82.62499999999999,16.52499999999999
2015 to 2017,Scotland,Scottish Health Board,S08000024,NHS Lothian,Male,1,<1,1,64.0,62.7,65.3,82,78.04878048780488,78.04878048780488,14.048780487804876
2015 to 2017,Scotland,Scottish Health Board,S08000024,NHS Lothian,Female,2,<1,1,65.0,63.4,66.5,79,82.27848101265822,82.27848101265822,17.27848101265822
2015 to 2017,Scotland,Scottish Health Board,S08000025,NHS Orkney,Male,1,<1,1,70.0,65.1,74.9,88,79.54545454545455,79.54545454545455,9.545454545454547
2015 to 2017,Scotland,Scottish Health Board,S08000025,NHS Orkney,Female,2,<1,1,71.0,64.9,77.1,87,81.60919540229885,81.60919540229885,10.609195402298852
2015 to 2017,Scotland,Scottish Health Board,S08000026,NHS Shetland,Male,1,<1,1,66.8,61.7,71.9,85,78.58823529411765,78.58823529411765,11.788235294117655
2015 to 2017,Scotland,Scottish Health Board,S08000026,NHS Shetland,Female,2,<1,1,68.7,62.3,75.2,83,82.77108433734941,82.77108433734941,14.071084337349404
2015 to 2017,Scotland,Scottish Health Board,S08000028,NHS Western Isles,Male,1,<1,1,65.0,61.6,68.4,85,76.47058823529412,76.47058823529412,11.470588235294116
2015 to 2017,Scotland,Scottish Health Board,S08000028,NHS Western Isles,Female,2,<1,1,67.8,63.6,72.1,82,82.6829268292683,82.6829268292683,14.8829268292683
2015 to 2017,Scotland,Scottish Health Board,S08000029,NHS Fife,Male,1,<1,1,61.3,58.8,63.9,79,77.59493670886076,77.59493670886076,16.29493670886076
2015 to 2017,Scotland,Scottish Health Board,S08000029,NHS Fife,Female,2,<1,1,61.6,58.5,64.7,76,81.05263157894737,81.05263157894737,19.45263157894737
2015 to 2017,Scotland,Scottish Health Board,S08000030,NHS Tayside,Male,1,<1,1,62.8,61.5,64.2,82,76.58536585365854,76.58536585365854,13.785365853658547
2015 to 2017,Scotland,Scottish Health Board,S08000030,NHS Tayside,Female,2,<1,1,63.7,62.1,65.3,79,80.63291139240506,80.63291139240506,16.93291139240506
2015 to 2017,Scotland,Scottish Health Board,S08000031,NHS Greater Glasgow and Clyde,Male,1,<1,1,59.8,58.8,60.7,79,75.69620253164557,75.69620253164557,15.89620253164557
2015 to 2017,Scotland,Scottish Health Board,S08000031,NHS Greater Glasgow and Clyde,Female,2,<1,1,60.5,59.4,61.6,76,79.60526315789474,79.60526315789474,19.10526315789474
2015 to 2017,Scotland,Scottish Health Board,S08000032,NHS Lanarkshire,Male,1,<1,1,60.1,58.4,61.7,79,76.07594936708861,76.07594936708861,15.97594936708861
2015 to 2017,Scotland,Scottish Health Board,S08000032,NHS Lanarkshire,Female,2,<1,1,60.4,58.5,62.3,75,80.53333333333333,80.53333333333333,20.133333333333333
2015 to 2017,Scotland,Local Areas,S12000005,Clackmannanshire,Male,1,<1,1,61.0,57.5,64.4,80,76.25,76.25,15.25
2015 to 2017,Scotland,Local Areas,S12000005,Clackmannanshire,Female,2,<1,1,61.4,57.5,65.2,77,79.74025974025973,79.74025974025973,18.340259740259732
2015 to 2017,Scotland,Local Areas,S12000006,Dumfries and Galloway,Male,1,<1,1,63.6,61.4,65.8,82,77.5609756097561,77.5609756097561,13.960975609756098
2015 to 2017,Scotland,Local Areas,S12000006,Dumfries and Galloway,Female,2,<1,1,64.4,61.7,67.2,79,81.51898734177216,81.51898734177216,17.118987341772154
2015 to 2017,Scotland,Local Areas,S12000008,East Ayrshire,Male,1,<1,1,59.8,57.1,62.4,78,76.66666666666666,76.66666666666666,16.86666666666666
2015 to 2017,Scotland,Local Areas,S12000008,East Ayrshire,Female,2,<1,1,59.7,56.7,62.8,75,79.60000000000001,79.60000000000001,19.900000000000006
2015 to 2017,Scotland,Local Areas,S12000010,East Lothian,Male,1,<1,1,64.2,61.7,66.7,82,78.29268292682927,78.29268292682927,14.09268292682927
2015 to 2017,Scotland,Local Areas,S12000010,East Lothian,Female,2,<1,1,65.4,62.5,68.2,79,82.78481012658229,82.78481012658229,17.38481012658228
2015 to 2017,Scotland,Local Areas,S12000011,East Renfrewshire,Male,1,<1,1,66.9,64.4,69.5,83,80.60240963855422,80.60240963855422,13.702409638554215
